Date,Issuer,Coupon,Maturity,Spread,Curr,Outst,Book Mgr,Note,Identifier
09/17,AZR PWR SLR ENG,5.650,12/24/24,,USD,350.1,JOINT LEADS,5C CONT 144A,ZR654894 Corp
09/17,FREDDIE MAC,2.020,09/20/21,,USD,35,"BNYM,VS",2-NC6MO BERM,ZR672000 Corp
09/17,FMC CORP,4.500,10/01/49,+225,USD,500,JOINT LEADS,30C CONT,ZR663785 Corp
09/17,FMC CORP,3.200,10/01/26,+147,USD,500,JOINT LEADS,7C CONT 7YR,ZR663780 Corp
09/17,FMC CORP,3.450,10/01/29,+165,USD,500,JOINT LEADS,10C CONT,ZR663783 Corp
09/17,OMEGA HEALTHCARE,3.625,10/01/29,+200,USD,500,JOINT LEADS,10C CONT,ZR665646 Corp
09/17,GLOBAL BANK CORP,VAR,04/16/29,,USD,400,JOINT LEADS,INCREASE,ZS157268 Corp
09/17,ROYAL BK CANADA,1.900,09/23/22,+26.1,USD,1.5B,JOINT LEADS,144A 99.904,ZR655707 Corp
09/17,FED FARM CREDIT,FRN,10/26/20,,USD,300,DAIWA-sole,0 09/26/19,ZR670904 Corp
09/17,AFREXIMBANK,3.994,09/21/29,,USD,750,JOINT LEADS,10C CONT,ZR665689 Corp
09/17,FREDDIE MAC,2.250,09/19/24,,USD,0,INCAP-sole,5-NC3MO BERM,ZR670903 Corp
09/17,NORTHWELL HEALTH,3.809,11/01/49,+155,USD,447.41,"CITI,MS",30C CONT,ZR670861 Corp
09/17,FED FARM CREDIT,2.220,12/26/23,,USD,0,FTN-sole,4.25-NC3MCON,ZR670834 Corp
09/17,RENTENBANK,1.750,09/24/21,+6.1,USD,1000,JOINT LEADS,GMTN 99.898,ZR643328 Corp
09/17,FED HOME LN BANK,2.030,09/23/20,,USD,0,DADA-sole,1-NC3MO BERM,ZR670259 Corp
09/17,FED FARM CREDIT,2.520,06/24/26,,USD,0,"FTN,MS",6.75-NC3MCON,ZR670256 Corp
09/17,FED FARM CREDIT,2.490,09/24/25,,USD,0,"FTN,MS",6-NC3MO CONT,ZR670252 Corp
09/17,FED FARM CREDIT,2.420,06/24/25,,USD,0,"FTN,MS",5.75-NC3MCON,ZR670250 Corp
09/17,INT BK RECON&DEV,2.200,09/23/22,,USD,0,"BCLY,TDSEC",3C 3MBERM,ZR670234 Corp
09/17,FED FARM CREDIT,1.690,09/26/22,,USD,32,FTN-sole,3-NC,ZR670215 Corp
09/17,FARMER MAC,2.650,09/24/29,,USD,6,CF-sole,10-NC1 BERM,ZR670159 Corp
09/17,FED FARM CREDIT,1.700,09/25/23,,USD,40,INCAP-sole,4-NC,ZR669891 Corp
09/17,COUNCIL OF EUROP,1.750,09/26/22,+6.35,USD,1000,JOINT LEADS,09/24/19,ZR642476 Corp
09/17,FED HOME LN BANK,2.510,09/24/26,,USD,0,WFS-sole,7-NC3MO CONT,ZR669540 Corp
09/17,FREDDIE MAC,2.120,09/24/24,,USD,65,STFL-sole,5-NC1 BERM,ZR669521 Corp
09/17,FED HOME LN BANK,2.950,09/25/34,,USD,50,"FTN,MS",15-NC1 CONT,ZR669520 Corp
09/17,FED HOME LN BANK,2.750,09/27/29,,USD,0,JOINT LEADS,10-NC6MOCONT,ZR669513 Corp
09/17,FREDDIE MAC,2.000,06/23/23,,USD,50,"BNYM,RBCCM",3.75-NC9MINC,ZR653621 Corp
09/17,FED HOME LN BANK,STEP,09/18/24,,USD,0,"INCAP,MSRW",5-NC3MO  INC,ZR625826 Corp
09/17,FED HOME LN BANK,2.000,03/19/21,,USD,0,JOINT LEADS,1.5-NC6MBERM,ZR667964 Corp
09/16,INSTALLED BUILDI,5.750,02/01/28,,USD,300,JOINT LEADS,8C CONT 144A,ZR583729 Corp
09/16,OVERSEAS PRI INV,FRN,08/15/25,,USD,10.5,BNYMEL-sole,6C CONT 7,ZR628268 Corp
09/16,PERFORMANCE FOOD,5.500,10/15/27,+369,USD,1.06B,JOINT LEADS,8C CONT 144A,ZR639737 Corp
09/16,FARMER MAC,2.050,09/23/26,,USD,8,CF-sole,7-NC3 BERM,ZR653846 Corp
09/16,ALCON FINANCE CO,2.750,09/23/26,+105,USD,500,JOINT LEADS,7C CONT 144A,ZR642482 Corp
09/16,ALCON FINANCE CO,3.000,09/23/29,+120,USD,1000,JOINT LEADS,10C CONT,ZR642486 Corp
09/16,DANSKE BANK A/S,VAR,12/20/25,+155,USD,750,JOINT LEADS,6C CONT 144A,ZR640487 Corp
09/16,ALCON FINANCE CO,3.800,09/23/49,+150,USD,500,JOINT LEADS,30C CONT,ZR642490 Corp
09/16,DANSKE BANK A/S,VAR,09/20/22,+125,USD,1000,JOINT LEADS,3C BERM 144A,ZR640477 Corp
09/16,HILLENBRAND INC,4.500,09/15/26,+275,USD,375,"JPM,WFS",7C CONT,ZR652521 Corp
09/16,INTESA SANPAOLO,3.250,09/23/24,+165,USD,750,JOINT LEADS,09/23/19,ZR642159 Corp
09/16,INTESA SANPAOLO,4.000,09/23/29,+225,USD,750,JOINT LEADS,09/23/19,ZR642160 Corp
09/16,INTESA SANPAOLO,4.700,09/23/49,+245,USD,500,JOINT LEADS,09/23/19,ZR642161 Corp
09/16,INT BK RECON&DEV,2.220,09/28/24,,USD,150,RABO-sole,5C 3MBERM,ZR653634 Corp
09/16,OVERSEAS PRI INV,FRN,08/15/31,,USD,25,WFS-sole,12C CONT 1,ZR496012 Corp
09/16,CATERPILLAR INC,3.250,09/19/49,+98,USD,1000,JOINT LEADS,30C CONT,ZR640132 Corp
09/16,CATERPILLAR INC,2.600,09/19/29,+77,USD,500,JOINT LEADS,10C CONT,ZR640131 Corp
09/16,PRICOA GLOB FUND,2.400,09/23/24,+70,USD,500,"JPM,MS,SMBC",144A 99.991,ZR641422 Corp
09/16,SIBUR SEC DAC,3.450,09/23/24,+175.3,USD,500,JOINT LEADS,144A,ZR634805 Corp
09/16,BANGKOK BANK/HK,VAR,09/25/34,+190,USD,1.2B,"CITI,MS",15C BERM,ZR652749 Corp
09/16,FED HOME LN BANK,2.020,09/17/20,,USD,0,"PJC,RJA",1-NC3MO  INC,ZR645635 Corp
09/16,FREDDIE MAC,1.875,09/26/23,,USD,0,DADA-sole,4-NC6MO 1X,ZR652513 Corp
09/16,FED FARM CREDIT,FRN,09/24/21,,USD,500,JOINT LEADS,0 09/24/19,ZR652488 Corp
09/16,FED FARM CREDIT,FRN,09/23/21,,USD,120,JOINT LEADS,09/23/19,ZR652482 Corp
09/16,FREDDIE MAC,2.300,09/19/24,,USD,0,JOINT LEADS,5-NC3MO  INC,ZR630861 Corp
09/16,FED HOME LN BANK,2.650,09/24/29,,USD,31,JOINT LEADS,10-NC1 CONT,ZR650498 Corp
09/16,FED HOME LN BANK,3.250,09/23/44,,USD,0,TDSEC-sole,25-NC6MOCONT,ZR650024 Corp
09/16,FREDDIE MAC,2.200,09/20/23,,USD,25,JOINT LEADS,4-NC6MO BERM,ZR649878 Corp
09/16,FREDDIE MAC,2.100,09/20/21,,USD,0,JOINT LEADS,2-NC3MO BERM,ZR643856 Corp
09/16,FREDDIE MAC,2.250,09/19/24,,USD,50,FTN-sole,5-NC6MO  INC,ZR630879 Corp
09/13,PRIME SEC/FIN,5.750,04/15/26,+333,USD,1.35B,JOINT LEADS,INCREASE,AX735739 Corp
09/13,INTERAMER DEV BK,1.950,09/27/23,,USD,25,BMO-sole,4C BERM GMTN,ZR632590 Corp
09/13,FREDDIE MAC,2.200,09/18/23,,USD,0,BofA-sole,4C 3MBERM,ZR631794 Corp
09/13,FED HOME LN BANK,2.250,09/19/22,,USD,0,DB-sole,3-NC3MO  INC,ZR630917 Corp
09/13,PROTECTIVE LIFE,3.400,01/15/30,+155,USD,400,"BCLY,MS",10C CONT,ZR618413 Corp
09/13,FREDDIE MAC,2.000,09/17/21,,USD,0,JOINT LEADS,2-NC6MO 1X,ZR631715 Corp
09/13,ALTICE FRANCE,5.500,01/15/28,,USD,1.1B,JOINT LEADS,8C CONT 144a,ZR604385 Corp
09/13,FED HOME LN BANK,3.250,09/08/28,,USD,182.75,MIZ-sole,10-NC    INC,AT982712 Corp
09/13,FED HOME LN BANK,2.450,09/24/25,,USD,0,FTN-sole,6-NC3MO CONT,ZR630598 Corp
09/13,RH,ZERO,09/15/24,,USD,350,BofA-sole,09/17/19,ZR613020 Corp
09/13,FED FARM CREDIT,1.800,09/23/20,,USD,65,"BNYM,CF,RJA",1-NC,ZR630467 Corp
09/13,FED FARM CREDIT,1.625,09/17/21,,USD,250,JOINT LEADS,2-NC     INC,ZR568212 Corp
09/13,FED HOME LN BANK,2.440,09/24/29,,USD,40,"PJC,RJA",10-NC2 CONT,ZR630111 Corp
09/13,FREDDIE MAC,2.150,09/19/23,,USD,50,FTN-sole,4-NC6MO  INC,ZR609798 Corp
09/13,FED HOME LN BANK,2.200,09/24/29,,USD,50,"CF,PJC",10-NC5 CONT,ZR629581 Corp
09/13,FREDDIE MAC,2.000,09/19/22,,USD,0,JOINT LEADS,3-NC6MO 1X,ZR628104 Corp
09/13,FED HOME LN BANK,2.980,09/25/34,,USD,43,"DB,TDSEC",15-NC1 CONT,ZR627498 Corp
09/13,FED HOME LN BANK,2.450,09/24/26,,USD,77,JOINT LEADS,7-NC1 CONT,ZR627324 Corp
09/13,FED HOME LN BANK,2.250,09/24/24,,USD,0,JOINT LEADS,5-NC6MO CONT,ZR627306 Corp
09/13,BEST INC,1.750,10/01/24,,USD,200,"CS,GS,JPM",09/17/19,ZR592760 Corp
09/13,AVANA BONHON,6.125,09/15/24,,USD,65,SOP-sole,5C CONT QIB,ZR623076 Corp
09/13,AVANA BONHON,6.125,09/15/24,,USD,65,SOP-sole,5C CONT AI,ZR623627 Corp
09/13,FREDDIE MAC,2.020,09/17/21,,USD,0,JOINT LEADS,2-NC6MO BERM,ZR624117 Corp
09/13,INT BK RECON&DEV,2.200,09/23/24,,USD,500,"NOM,WFS",5C 3MBERM,ZR621721 Corp
09/13,FREDDIE MAC,2.000,09/18/24,,USD,25,JOINT LEADS,5-NC1 1X,ZR620555 Corp
09/13,HESKA CORP,3.750,09/15/26,,USD,86.25,"JPM,PJC",09/17/19,ZR609587 Corp
09/12,PETROLEOS MEXICA,7.690,01/23/50,,USD,8.07B,JOINT LEADS,30C CONT,ZR599486 Corp
09/12,PETROLEOS MEXICA,6.490,01/23/27,,USD,2.36B,JOINT LEADS,7C CONT 144A,ZR599482 Corp
09/12,PETROLEOS MEXICA,6.840,01/23/30,,USD,4.42B,JOINT LEADS,10C CONT,ZR599484 Corp
09/12,UBER TECHNOLOGIE,7.500,09/15/27,+576,USD,1.2B,JOINT LEADS,8C CONT 144A,ZR598921 Corp
09/12,CORE & MAIN HOLD,8.625,09/15/24,,USD,300,JOINT LEADS,5C CONT 144A,ZR576566 Corp
09/12,B&G FOODS INC,5.250,09/15/27,+351,USD,550,JOINT LEADS,8C CONT,ZR601225 Corp
09/12,CDW LLC/CDW FIN,4.250,04/01/28,+250,USD,600,JOINT LEADS,9C CONT,ZR596522 Corp
09/12,MARKEL CORP,4.150,09/17/50,+190,USD,500,JOINT LEADS,31C CONT,ZR601240 Corp
09/12,MARKEL CORP,3.350,09/17/29,+158,USD,300,JOINT LEADS,10C CONT,ZR601239 Corp
09/12,FREDDIE MAC,2.000,09/16/22,,USD,25,STFL-sole,3-NC9MO BERM,ZR609785 Corp
09/12,WYNN RESORTS FIN,5.125,10/01/29,+335,USD,750,JOINT LEADS,144A,ZR583200 Corp
09/12,HOST HOTELS,3.375,12/15/29,+168,USD,650,JOINT LEADS,10C CONT H,ZR601219 Corp
09/12,ALABAMA POWER CO,3.450,10/01/49,+120,USD,600,JOINT LEADS,30C CONT,ZR601203 Corp
09/12,STANDARD CHART,FRN,09/10/22,,USD,1.5B,STAN-sole,INCREASE,ZR495706 Corp
09/12,MHP LUX SA,6.250,09/19/29,+445.9,USD,350,"ING,JPM",144A,ZR594031 Corp
09/12,PATRICK INDS INC,7.500,10/15/27,+576,USD,300,JOINT LEADS,8C CONT 144A,ZR532812 Corp
09/12,CONSUMERS ENERGY,FRN,09/15/69,,USD,75.65,JOINT LEADS,50C CONT,ZR609719 Corp
09/12,FREDDIE MAC,2.100,09/23/24,,USD,25,JOINT LEADS,5-NC1 BERM,ZR609716 Corp
09/12,FREDDIE MAC,2.150,09/19/23,,USD,25,"FCS,SUN",4-NC6MO BERM,ZR609721 Corp
09/12,FED FARM CREDIT,2.150,06/19/23,,USD,0,FTN-sole,3.75-NC3MCON,ZR609715 Corp
09/12,FED FARM CREDIT,2.100,09/19/22,,USD,0,"FTN,JPM,MS",3-NC3MO CONT,ZR609713 Corp
09/12,FED FARM CREDIT,2.000,09/23/22,,USD,406,JOINT LEADS,3-NC1 CONT,ZR609712 Corp
09/12,FREDDIE MAC,2.000,09/16/22,,USD,15,GP-sole,3-NC9MO BERM,ZR609702 Corp
09/12,FED FARM CREDIT,3.040,09/23/39,,USD,50,"FTN,JPM,MS",20-NC1 CONT,ZR609691 Corp
09/12,FED FARM CREDIT,2.480,09/23/27,,USD,107,"FTN,JPM,MS",8-NC1 CONT,ZR609690 Corp
09/12,FED FARM CREDIT,2.370,09/23/26,,USD,288,"FTN,JPM,MS",7-NC1 CONT,ZR609689 Corp
09/12,FREDDIE MAC,STEP,09/16/24,,USD,0,AP-sole,5-NC3MO BERM,ZR609685 Corp
09/12,CHELYABINSK PIPE,4.500,09/19/24,,USD,300,JOINT LEADS,144A,ZR594247 Corp
09/12,FED FARM CREDIT,FRN,10/20/20,,USD,225,"DAIWA,FCS",0 09/20/19,ZR609611 Corp
09/12,FED HOME LN BANK,1.750,09/16/20,,USD,106.6,JOINT LEADS,1-NC     INC,ZR567655 Corp
09/12,FED FARM CREDIT,FRN,09/18/20,,USD,300,"DAIWA,FCS",0 09/18/19,ZR609589 Corp
09/12,FREDDIE MAC,2.000,12/18/23,,USD,25,JOINT LEADS,4.25-NC1BERM,ZR609569 Corp
09/12,CREDIT AGRI CIB,1.760,09/11/21,,USD,5.11,CA-sole,INCREASE,ZR361303 Corp
09/12,APELLIS PHARMA,3.500,09/15/26,,USD,220,"CITI,JPM",09/16/19,ZR592778 Corp
09/12,FREDDIE MAC,2.050,06/16/22,,USD,25,WFS-sole,2.75-NC6MBER,ZR609375 Corp
09/12,FED HOME LN BANK,2.000,09/23/26,,USD,5,VS-sole,7-NC3 CONT,ZR609238 Corp
09/12,FREDDIE MAC,2.030,03/16/22,,USD,25,WFS-sole,2.5-NC6MBERM,ZR609193 Corp
09/12,FED HOME LN BANK,2.700,09/17/29,,USD,0,"FTN,JPM,MS",10-NC3MO INC,ZR564778 Corp
09/12,FREDDIE MAC,2.050,09/13/21,,USD,0,"FTN,MS",2-NC3MO BERM,ZR601223 Corp
09/11,PRINCIPAL LFE II,2.500,09/16/29,+95,USD,500,"GS,MS,USB",INCREASE,ZR533470 Corp
09/11,KEHE DIST LLC/FI,8.625,10/15/26,,USD,200,JOINT LEADS,7C CONT 144A,ZR534615 Corp
09/11,LEVEL 3 FIN INC,4.625,09/15/27,+295,USD,1000,JOINT LEADS,8C CONT 144A,ZR576372 Corp
09/11,JAMAICA GOVT,7.875,07/28/45,,USD,1.82B,"BofAML,CITI",INCREASE,UV354341 Corp
09/11,OVERSEAS PRI INV,2.290,07/15/38,+55,USD,85.5,WFS-sole,4 09/19/19,ZR496021 Corp
09/11,KRAFT HEINZ FOOD,4.875,10/01/49,+275,USD,1.5B,JOINT LEADS,30C CONT,ZR580923 Corp
09/11,KRAFT HEINZ FOOD,4.625,10/01/39,+250,USD,500,JOINT LEADS,20C CONT,ZR580918 Corp
09/11,KRAFT HEINZ FOOD,3.750,04/01/30,+205,USD,1000,JOINT LEADS,11C CONT,ZR580911 Corp
09/11,CITADEL LP,4.875,01/15/27,+325,USD,500,"GS,UBS",7C CONT 144A,ZR576536 Corp
09/11,FREDDIE MAC,1.900,09/16/22,,USD,10,MTBK-sole,3-NC1 BERM,ZR590864 Corp
09/11,TEGNA INC,5.000,09/15/29,+327,USD,1.1B,JOINT LEADS,10C CONT,ZR543833 Corp
09/11,EXPEDIA GRP INC,3.250,02/15/30,+160,USD,0.42,,10C CONT,ZR582236 Corp
09/11,TEXAS HEALTH RES,3.372,11/15/51,+117,USD,200,"BofAML,MS",2019,ZR543842 Corp
09/11,ALPEK SA DE CV,4.250,09/18/29,+255,USD,500,JOINT LEADS,10C CONT,ZR576424 Corp
09/11,FED HOME LN BANK,3.250,11/16/28,+28,USD,2.65B,JOINT LEADS,INCREASE,AV681496 Corp
09/11,AMEREN CORP,2.500,09/15/24,+92,USD,450,JOINT LEADS,5C CONT,ZR579963 Corp
09/11,FED HOME LN BANK,2.050,03/12/21,,USD,0,JOINT LEADS,1.5-NC3MOINC,ZR583211 Corp
09/11,FREDDIE MAC,2.250,09/16/24,,USD,0,"FCS,SUN,VS",5-NC3MO BERM,ZR590090 Corp
09/11,AFRICAN DEV BANK,1.625,09/16/22,,USD,2B,JOINT LEADS,EMTN,ZR549058 Corp
09/11,FREDDIE MAC,2.200,09/13/24,,USD,50,JOINT LEADS,5-NC6MO  INC,ZR568377 Corp
09/11,ASIAN DEV BANK,1.750,09/19/29,,USD,2B,JOINT LEADS,GMTN,ZR551818 Corp
09/11,FED HOME LN BANK,3.000,09/19/39,,USD,0,TDSEC-sole,20-NC6MOCONT,ZR589041 Corp
09/11,FED HOME LN BANK,2.600,09/19/34,,USD,50,"CITI,WFS",15-NC3 CONT,ZR588957 Corp
09/11,FED HOME LN BANK,2.920,09/19/33,,USD,0,JVB-sole,14-NC3MOCONT,ZR588620 Corp
09/11,FED HOME LN BANK,2.700,09/18/31,,USD,80,"CITI,WFS",12-NC1 CONT,ZR588619 Corp
09/11,FED HOME LN BANK,2.100,03/13/24,,USD,0,"BOSC,UMB",4.5-NC6MBERM,ZR588069 Corp
09/11,FARMER MAC,2.500,09/18/29,,USD,6,MSRW-sole,10-NC1 BERM,ZR587386 Corp
09/11,FREDDIE MAC,2.080,09/13/21,,USD,0,"FTN,MS",2-NC3MO  INC,ZR581836 Corp
09/11,FED HOME LN BANK,STEP,09/13/24,,USD,0,RBCCM-sole,5-NC3MO BERM,ZR583198 Corp
09/11,FREDDIE MAC,2.000,09/13/24,,USD,0,JOINT LEADS,5-NC6MO 1X,ZR582284 Corp
09/11,HARMONIC INC,2.000,09/01/24,,USD,115.5,BCLY,09/13/19,ZR572441 Corp
09/10,WPX ENERGY INC,5.250,10/15/27,+360,USD,600,JOINT LEADS,8C CONT,ZR550156 Corp
09/10,BEAZER HOMES USA,7.250,10/15/29,+556,USD,4.07,,10C CONT,ZR549288 Corp
09/10,ESH HOSPITALITY,4.625,10/01/27,+296,USD,750,JOINT LEADS,8C CONT 144A,ZR560157 Corp
09/10,SENSATA TECH INC,4.375,02/15/30,,USD,450,JOINT LEADS,10C CONT,ZR549285 Corp
09/10,SUMITOMO MITSUI,3.202,09/17/29,+148,USD,500,JOINT LEADS,09/17/19,ZR544748 Corp
09/10,FED HOME LN BANK,1.930,06/16/20,,USD,0,ML-sole,9MO-NC6MO 1X,ZR568733 Corp
09/10,HAT HOLDINGS I,5.250,07/15/24,+345,USD,500,JOINT LEADS,INCREASE,AZ335712 Corp
09/10,BROOKFIELD RESID,6.250,09/15/27,+460,USD,600,JOINT LEADS,8C CONT 144A,ZR551767 Corp
09/10,SBA TOWER TRUST,2.836,01/15/25,+130,USD,1.17B,BCLY,144A,ZR560110 Corp
09/10,ARES CAPITAL COR,4.200,06/10/24,+237.5,USD,900,JOINT LEADS,INCREASE,AZ028304 Corp
09/10,FANNIE MAE,2.150,09/13/24,,USD,0,TDSEC-sole,5-NC6MO  INC,ZR561183 Corp
09/10,FREDDIE MAC,2.250,09/12/24,,USD,0,"BB&T,RBCCM",5-NC3MO  INC,ZR564873 Corp
09/10,PERKINELMER INC,3.300,09/15/29,+162.5,USD,850,"BofAML,JPM",10C CONT,ZR554646 Corp
09/10,TRANSCANADA TRST,VAR,09/15/79,,USD,1.1B,"CITI,DB,JPM",60C CONT,ZR553139 Corp
09/10,VODAFONE GROUP,4.250,09/17/50,+210,USD,1.5B,JOINT LEADS,09/17/19,ZR549306 Corp
09/10,FLORIDA POWER &,3.150,10/01/49,+100,USD,800,JOINT LEADS,30C CONT,ZR551793 Corp
09/10,PRUDENTIAL FIN,3.700,03/13/51,+155,USD,1.5B,JOINT LEADS,31C CONT MTN,ZR564262 Corp
09/10,HOSPITALITY PROP,4.750,10/01/26,+312.5,USD,450,JOINT LEADS,7C CONT,ZR551829 Corp
09/10,HOSPITALITY PROP,4.350,10/01/24,+280,USD,825,JOINT LEADS,5C CONT,ZR551828 Corp
09/10,HOSPITALITY PROP,4.950,10/01/29,+337.5,USD,425,JOINT LEADS,10C CONT,ZR551830 Corp
09/10,PENSKE TRUCK LE,2.700,11/01/24,+118,USD,500,JOINT LEADS,5C CONT 144A,ZR552619 Corp
09/10,WASHINGTON GAS,3.650,09/15/49,+150,USD,300,JOINT LEADS,30C CONT MTN,ZR551874 Corp
09/10,PENSKE TRUCK LE,3.350,11/01/29,+170,USD,300,JOINT LEADS,10C CONT,ZR552623 Corp
09/10,LLOYDS BK GR PLC,VAR,03/17/23,+120,USD,1.5B,JOINT LEADS,3C CONT,ZR545423 Corp
09/10,SPECTRUM BRANDS,5.000,10/01/29,+331,USD,300,JOINT LEADS,10C CONT,ZR551760 Corp
09/10,FREDDIE MAC,STEP,09/16/22,,USD,0,JOINT LEADS,3-NC3MO BERM,ZR568523 Corp
09/10,IHS NETHERLANDS,8.000,09/18/27,+637.3,USD,800,JOINT LEADS,8C CONT 144A,ZR545432 Corp
09/10,TORONTO DOM BANK,FRN,03/17/21,,USD,1.25B,JOINT LEADS,MTN 09/17/19,ZR551817 Corp
09/10,IHS NETHERLANDS,7.125,03/18/25,+558,USD,500,JOINT LEADS,5C CONT 144A,ZR545430 Corp
09/10,CONN LIGHT & PWR,3.200,03/15/27,+75,USD,500,"MIZ,MUFG",INCREASE,AM723844 Corp
09/10,FREDDIE MAC,STEP,09/13/24,,USD,0,"INCAP,MSRW",5-NC3MO BERM,ZR568358 Corp
09/10,FED HOME LN BANK,2.420,09/17/27,,USD,100,"FTN,JPM,MS",8-NC1 CONINC,ZR564633 Corp
09/10,FREDDIE MAC,2.100,09/25/23,,USD,0,RBCCM-sole,4-NC6MO BERM,ZR568207 Corp
09/10,KFW,1.750,09/14/29,,USD,2B,JOINT LEADS,09/17/19,ZR530127 Corp
09/10,FED HOME LN BANK,2.000,09/13/21,,USD,0,JOINT LEADS,2-NC6MO  INC,ZR555904 Corp
09/10,OESTER KONTROLBK,1.625,09/17/22,,USD,1.5B,JOINT LEADS,09/17/19,ZR530685 Corp
09/10,FED FARM CREDIT,2.800,09/17/31,,USD,0,CF-sole,12-NC3MOCONT,ZR567675 Corp
09/10,FED FARM CREDIT,2.440,09/17/26,,USD,0,"FTN,JPM,MS",7-NC3MO CONT,ZR567674 Corp
09/10,FED FARM CREDIT,2.090,09/17/29,,USD,40,JOINT LEADS,10-NC5 CONT,ZR567670 Corp
09/10,FREDDIE MAC,2.000,09/16/24,,USD,25,FTSEC-sole,5C 3MBERM,ZR567600 Corp
09/10,FREDDIE MAC,STEP,09/12/23,,USD,0,AP-sole,4-NC3MO BERM,ZR567618 Corp
09/10,FED HOME LN BANK,3.000,09/23/39,,USD,0,FTN-sole,20-NC6MOCONT,ZR567564 Corp
09/10,FED HOME LN BANK,2.200,09/19/29,,USD,25,WFS-sole,10-NC3 CONT,ZR567530 Corp
09/10,FED HOME LN BANK,2.900,09/20/34,,USD,0,TDSEC-sole,15-NC6MO INC,ZR564649 Corp
09/10,FREDDIE MAC,2.000,09/11/24,,USD,25,"BB&T,RBCCM",5-NC1 BERM,ZR565836 Corp
09/10,FED HOME LN BANK,2.180,09/17/24,,USD,0,CF-sole,5-NC3MO CONT,ZR564256 Corp
09/10,FED HOME LN BANK,1.930,06/12/20,,USD,0,BA-sole,1C BERM,ZR562898 Corp
09/10,FREDDIE MAC,2.000,09/11/24,,USD,25,JOINT LEADS,5-NC1 BERM,ZR556432 Corp
09/10,FREDDIE MAC,2.000,03/11/22,,USD,0,JOINT LEADS,2.5-NC6MBERM,ZR555660 Corp
09/09,OVERSEAS PRI INV,FRN,08/13/27,,USD,76.7,WFS-sole,8C CONT 1,ZR451252 Corp
09/09,TOLL BR FIN CORP,3.800,11/01/29,,USD,400,JOINT LEADS,10C CONT,ZR534593 Corp
09/09,OVERSEAS PRI INV,FRN,07/05/38,,USD,16.3,JANY-sole,19C BERM 1,ZR475474 Corp
09/09,CHENIERE ENERGYP,4.500,10/01/29,+288,USD,1.5B,,10C CONT,ZR531330 Corp
09/09,MIZUHO FINANCIAL,VAR,09/13/30,+122,USD,500,JOINT LEADS,11C CONT,ZR539150 Corp
09/09,BRANCH BKG & TR,VAR,09/17/29,+115,USD,750,JOINT LEADS,10C CONT,ZR530919 Corp
09/09,MIZUHO FINANCIAL,FRN,09/13/23,,USD,500,JOINT LEADS,4C CONT 4YR,ZR539148 Corp
09/09,MIZUHO FINANCIAL,VAR,09/13/25,+105,USD,600,JOINT LEADS,6C CONT,ZR539149 Corp
09/09,BB&T CORPORATION,2.200,03/16/23,+70,USD,1.1B,JOINT LEADS,3C CONT GMTN,ZR530918 Corp
09/09,TRIUMPH GROUP,6.250,09/15/24,+476,USD,525,JOINT LEADS,5C CONT AI,ZR543831 Corp
09/09,TRIUMPH GROUP,6.250,09/15/24,+476,USD,525,JOINT LEADS,5C CONT 144A,ZR533875 Corp
09/09,JOHN DEERE CAP,2.250,09/14/26,+73,USD,450,JOINT LEADS,MTN 09/12/19,ZR534607 Corp
09/09,CLECO CORP,3.375,09/15/29,+175,USD,300,JOINT LEADS,10C CONT,ZR535303 Corp
09/09,DUKE ENERGY COR,VAR,PERPETUAL,,USD,1000,JOINT LEADS,30C CONT,ZR533901 Corp
09/09,METHANEX CORP,5.250,12/15/29,+362.5,USD,700,JOINT LEADS,09/12/19,ZR534600 Corp
09/09,AIR LEASE CORP,3.250,10/01/29,+175,USD,500,JOINT LEADS,10C CONT,ZR533732 Corp
09/09,AIR LEASE CORP,2.250,01/15/23,+95,USD,600,JOINT LEADS,09/16/19,ZR533729 Corp
09/09,ONCOR ELECTRIC D,3.100,09/15/49,+102,USD,0,,30C CONT,ZR532330 Corp
09/09,SPIRIT REALTY LP,3.400,01/15/30,+180,USD,500,JOINT LEADS,10C CONT,ZR534680 Corp
09/09,JOHN DEERE CAP,1.950,06/13/22,+48,USD,400,JOINT LEADS,MTN 09/12/19,ZR534605 Corp
09/09,JOHN DEERE CAP,FRN,06/13/22,,USD,400,JOINT LEADS,MTN 09/12/19,ZR534606 Corp
09/09,SPIRIT REALTY LP,3.200,01/15/27,+165,USD,300,JOINT LEADS,7C CONT,ZR534679 Corp
09/09,DISCOVER BANK,2.450,09/12/24,+98,USD,750,JOINT LEADS,5C CONT,ZR531184 Corp
09/09,AEP TRANSMISSION,3.150,09/15/49,+110,USD,350,JOINT LEADS,30C CONT,ZR531636 Corp
09/09,FORTUNE BRANDS H,3.250,09/15/29,+165,USD,700,JOINT LEADS,10C CONT,ZR533839 Corp
09/09,BANCO VOTORANTIM,2.460,12/10/19,,USD,0,BANVOT-sole,GMTN,ZR543673 Corp
09/09,PLAINS ALL AMER,3.550,12/15/29,+195,USD,1000,JOINT LEADS,10C CONT,ZR534095 Corp
09/09,BALTIMORE GAS,3.200,09/15/49,+115,USD,400,JOINT LEADS,30C CONT,ZR533068 Corp
09/09,BANCO VOTORANTIM,2.640,09/08/20,,USD,0.2,BANVOT-sole,GMTN,ZR543368 Corp
